locus_family	E. cloacae	K. pneumoniae	S. marcescens	C. rodentium	E. coli	S. enterica	num_genomes
11262	NA	NA	SMDB11_RS01455	NA	NA	NA	1
11263	NA	NA	SMDB11_RS01460	NA	NA	NA	1
11264	NA	NA	SMDB11_RS01485	NA	NA	NA	1
11265	NA	NA	SMDB11_RS01490	NA	NA	NA	1
11266	NA	NA	SMDB11_RS01500	NA	NA	NA	1
11267	NA	NA	SMDB11_RS01520	NA	NA	NA	1
11268	NA	NA	SMDB11_RS01535	NA	NA	NA	1
11269	NA	NA	SMDB11_RS01820	NA	NA	NA	1
11270	NA	NA	SMDB11_RS02075	NA	NA	NA	1
11271	NA	NA	SMDB11_RS24585	NA	NA	NA	1
11272	NA	NA	SMDB11_RS24770	NA	NA	NA	1
11273	NA	NA	SMDB11_RS02110	NA	NA	NA	1
11274	NA	NA	SMDB11_RS02350	NA	NA	NA	1
11275	NA	NA	SMDB11_RS02395	NA	NA	NA	1
11276	NA	NA	SMDB11_RS02430	NA	NA	NA	1
11277	NA	NA	SMDB11_RS02435	NA	NA	NA	1
11278	NA	NA	SMDB11_RS02465	NA	NA	NA	1
11279	NA	NA	SMDB11_RS02485	NA	NA	NA	1
11280	NA	NA	SMDB11_RS02610	NA	NA	NA	1
11281	NA	NA	SMDB11_RS02675	NA	NA	NA	1
11282	NA	NA	SMDB11_RS02695	NA	NA	NA	1
11283	NA	NA	SMDB11_RS02730	NA	NA	NA	1
11284	NA	NA	SMDB11_RS02755	NA	NA	NA	1
11285	NA	NA	SMDB11_RS02815	NA	NA	NA	1
11286	NA	NA	SMDB11_RS02845	NA	NA	NA	1
11287	NA	NA	SMDB11_RS02925	NA	NA	NA	1
11288	NA	NA	SMDB11_RS02975	NA	NA	NA	1
11289	NA	NA	SMDB11_RS03000	NA	NA	NA	1
11290	NA	NA	SMDB11_RS03020	NA	NA	NA	1
11291	NA	NA	SMDB11_RS03030	NA	NA	NA	1
11292	NA	NA	SMDB11_RS23770	NA	NA	NA	1
11293	NA	NA	SMDB11_RS03045	NA	NA	NA	1
11294	NA	NA	SMDB11_RS03075	NA	NA	NA	1
11295	NA	NA	SMDB11_RS03090	NA	NA	NA	1
11296	NA	NA	SMDB11_RS03130	NA	NA	NA	1
11297	NA	NA	SMDB11_RS03180	NA	NA	NA	1
11298	NA	NA	SMDB11_RS03235	NA	NA	NA	1
11299	NA	NA	SMDB11_RS03285	NA	NA	NA	1
11300	NA	NA	SMDB11_RS03290	NA	NA	NA	1
11301	NA	NA	SMDB11_RS03355	NA	NA	NA	1
11302	NA	NA	SMDB11_RS03400	NA	NA	NA	1
11303	NA	NA	SMDB11_RS03455	NA	NA	NA	1
11304	NA	NA	SMDB11_RS03470	NA	NA	NA	1
11305	NA	NA	SMDB11_RS03490	NA	NA	NA	1
11306	NA	NA	SMDB11_RS03500	NA	NA	NA	1
11307	NA	NA	SMDB11_RS23950	NA	NA	NA	1
11308	NA	NA	SMDB11_RS03545	NA	NA	NA	1
11309	NA	NA	SMDB11_RS24775	NA	NA	NA	1
11310	NA	NA	SMDB11_RS03595	NA	NA	NA	1
11311	NA	NA	SMDB11_RS03620	NA	NA	NA	1
11312	NA	NA	SMDB11_RS03715	NA	NA	NA	1
11313	NA	NA	SMDB11_RS03725	NA	NA	NA	1
11314	NA	NA	SMDB11_RS03750	NA	NA	NA	1
11315	NA	NA	SMDB11_RS03760	NA	NA	NA	1
11316	NA	NA	SMDB11_RS03765	NA	NA	NA	1
11317	NA	NA	SMDB11_RS03820	NA	NA	NA	1
11318	NA	NA	SMDB11_RS24590	NA	NA	NA	1
11319	NA	NA	SMDB11_RS03875	NA	NA	NA	1
11320	NA	NA	SMDB11_RS03910	NA	NA	NA	1
11321	NA	NA	SMDB11_RS03940	NA	NA	NA	1
11322	NA	NA	SMDB11_RS03945	NA	NA	NA	1
11323	NA	NA	SMDB11_RS04015	NA	NA	NA	1
11324	NA	NA	SMDB11_RS04045	NA	NA	NA	1
11325	NA	NA	SMDB11_RS04050	NA	NA	NA	1
11326	NA	NA	SMDB11_RS04080	NA	NA	NA	1
11327	NA	NA	SMDB11_RS04170	NA	NA	NA	1
11328	NA	NA	SMDB11_RS04270	NA	NA	NA	1
11329	NA	NA	SMDB11_RS04275	NA	NA	NA	1
11330	NA	NA	SMDB11_RS04295	NA	NA	NA	1
11331	NA	NA	SMDB11_RS04300	NA	NA	NA	1
11332	NA	NA	SMDB11_RS04305	NA	NA	NA	1
11333	NA	NA	SMDB11_RS04310	NA	NA	NA	1
11334	NA	NA	SMDB11_RS04365	NA	NA	NA	1
11335	NA	NA	SMDB11_RS04370	NA	NA	NA	1
11336	NA	NA	SMDB11_RS24595	NA	NA	NA	1
11337	NA	NA	SMDB11_RS23975	NA	NA	NA	1
11338	NA	NA	SMDB11_RS04520	NA	NA	NA	1
11339	NA	NA	SMDB11_RS04565	NA	NA	NA	1
11340	NA	NA	SMDB11_RS04570	NA	NA	NA	1
11341	NA	NA	SMDB11_RS04725	NA	NA	NA	1
11342	NA	NA	SMDB11_RS04865	NA	NA	NA	1
11343	NA	NA	SMDB11_RS04885	NA	NA	NA	1
11344	NA	NA	SMDB11_RS05230	NA	NA	NA	1
11345	NA	NA	SMDB11_RS23780	NA	NA	NA	1
11346	NA	NA	SMDB11_RS05260	NA	NA	NA	1
11347	NA	NA	SMDB11_RS05285	NA	NA	NA	1
11348	NA	NA	SMDB11_RS05340	NA	NA	NA	1
11349	NA	NA	SMDB11_RS05345	NA	NA	NA	1
11350	NA	NA	SMDB11_RS05390	NA	NA	NA	1
11351	NA	NA	SMDB11_RS24600	NA	NA	NA	1
11352	NA	NA	SMDB11_RS05440	NA	NA	NA	1
11353	NA	NA	SMDB11_RS24605	NA	NA	NA	1
11354	NA	NA	SMDB11_RS05445	NA	NA	NA	1
11355	NA	NA	SMDB11_RS24610	NA	NA	NA	1
11356	NA	NA	SMDB11_RS24615	NA	NA	NA	1
11357	NA	NA	SMDB11_RS05510	NA	NA	NA	1
11358	NA	NA	SMDB11_RS05520	NA	NA	NA	1
11359	NA	NA	SMDB11_RS05530	NA	NA	NA	1
11360	NA	NA	SMDB11_RS05535	NA	NA	NA	1
11361	NA	NA	SMDB11_RS05585	NA	NA	NA	1
11362	NA	NA	SMDB11_RS05605	NA	NA	NA	1
11363	NA	NA	SMDB11_RS05630	NA	NA	NA	1
11364	NA	NA	SMDB11_RS05655	NA	NA	NA	1
11365	NA	NA	SMDB11_RS05660	NA	NA	NA	1
11366	NA	NA	SMDB11_RS05690	NA	NA	NA	1
11367	NA	NA	SMDB11_RS24010	NA	NA	NA	1
11368	NA	NA	SMDB11_RS05740	NA	NA	NA	1
11369	NA	NA	SMDB11_RS05760	NA	NA	NA	1
11370	NA	NA	SMDB11_RS05845	NA	NA	NA	1
11371	NA	NA	SMDB11_RS05850	NA	NA	NA	1
11372	NA	NA	SMDB11_RS05855	NA	NA	NA	1
11373	NA	NA	SMDB11_RS05875	NA	NA	NA	1
11374	NA	NA	SMDB11_RS24030	NA	NA	NA	1
11375	NA	NA	SMDB11_RS06020	NA	NA	NA	1
11376	NA	NA	SMDB11_RS06055	NA	NA	NA	1
11377	NA	NA	SMDB11_RS06060	NA	NA	NA	1
11378	NA	NA	SMDB11_RS06065	NA	NA	NA	1
11379	NA	NA	SMDB11_RS06070	NA	NA	NA	1
11380	NA	NA	SMDB11_RS06085	NA	NA	NA	1
11381	NA	NA	SMDB11_RS06090	NA	NA	NA	1
11382	NA	NA	SMDB11_RS06095	NA	NA	NA	1
11383	NA	NA	SMDB11_RS06100	NA	NA	NA	1
11384	NA	NA	SMDB11_RS06105	NA	NA	NA	1
11385	NA	NA	SMDB11_RS06155	NA	NA	NA	1
11386	NA	NA	SMDB11_RS06170	NA	NA	NA	1
11387	NA	NA	SMDB11_RS06180	NA	NA	NA	1
11388	NA	NA	SMDB11_RS06215	NA	NA	NA	1
11389	NA	NA	SMDB11_RS06225	NA	NA	NA	1
11390	NA	NA	SMDB11_RS06315	NA	NA	NA	1
11391	NA	NA	SMDB11_RS06320	NA	NA	NA	1
11392	NA	NA	SMDB11_RS24620	NA	NA	NA	1
11393	NA	NA	SMDB11_RS24625	NA	NA	NA	1
11394	NA	NA	SMDB11_RS06500	NA	NA	NA	1
11395	NA	NA	SMDB11_RS06530	NA	NA	NA	1
11396	NA	NA	SMDB11_RS06535	NA	NA	NA	1
11397	NA	NA	SMDB11_RS06540	NA	NA	NA	1
11398	NA	NA	SMDB11_RS24785	NA	NA	NA	1
11399	NA	NA	SMDB11_RS06550	NA	NA	NA	1
11400	NA	NA	SMDB11_RS06555	NA	NA	NA	1
11401	NA	NA	SMDB11_RS06560	NA	NA	NA	1
11402	NA	NA	SMDB11_RS06585	NA	NA	NA	1
11403	NA	NA	SMDB11_RS06590	NA	NA	NA	1
11404	NA	NA	SMDB11_RS06595	NA	NA	NA	1
11405	NA	NA	SMDB11_RS06665	NA	NA	NA	1
11406	NA	NA	SMDB11_RS06675	NA	NA	NA	1
11407	NA	NA	SMDB11_RS06685	NA	NA	NA	1
11408	NA	NA	SMDB11_RS06700	NA	NA	NA	1
11409	NA	NA	SMDB11_RS06705	NA	NA	NA	1
11410	NA	NA	SMDB11_RS06720	NA	NA	NA	1
11411	NA	NA	SMDB11_RS06750	NA	NA	NA	1
11412	NA	NA	SMDB11_RS06755	NA	NA	NA	1
11413	NA	NA	SMDB11_RS06760	NA	NA	NA	1
11414	NA	NA	SMDB11_RS06785	NA	NA	NA	1
11415	NA	NA	SMDB11_RS24790	NA	NA	NA	1
11416	NA	NA	SMDB11_RS06795	NA	NA	NA	1
11417	NA	NA	SMDB11_RS06805	NA	NA	NA	1
11418	NA	NA	SMDB11_RS06870	NA	NA	NA	1
11419	NA	NA	SMDB11_RS06935	NA	NA	NA	1
11420	NA	NA	SMDB11_RS07010	NA	NA	NA	1
11421	NA	NA	SMDB11_RS24845	NA	NA	NA	1
11422	NA	NA	SMDB11_RS07060	NA	NA	NA	1
11423	NA	NA	SMDB11_RS07205	NA	NA	NA	1
11424	NA	NA	SMDB11_RS07285	NA	NA	NA	1
11425	NA	NA	SMDB11_RS24635	NA	NA	NA	1
11426	NA	NA	SMDB11_RS07350	NA	NA	NA	1
11427	NA	NA	SMDB11_RS07445	NA	NA	NA	1
11428	NA	NA	SMDB11_RS07450	NA	NA	NA	1
11429	NA	NA	SMDB11_RS07455	NA	NA	NA	1
11430	NA	NA	SMDB11_RS07465	NA	NA	NA	1
11431	NA	NA	SMDB11_RS07550	NA	NA	NA	1
11432	NA	NA	SMDB11_RS07620	NA	NA	NA	1
11433	NA	NA	SMDB11_RS07630	NA	NA	NA	1
11434	NA	NA	SMDB11_RS07645	NA	NA	NA	1
11435	NA	NA	SMDB11_RS07655	NA	NA	NA	1
11436	NA	NA	SMDB11_RS07685	NA	NA	NA	1
11437	NA	NA	SMDB11_RS24640	NA	NA	NA	1
11438	NA	NA	SMDB11_RS07790	NA	NA	NA	1
11439	NA	NA	SMDB11_RS24645	NA	NA	NA	1
11440	NA	NA	SMDB11_RS07795	NA	NA	NA	1
11441	NA	NA	SMDB11_RS07810	NA	NA	NA	1
11442	NA	NA	SMDB11_RS23800	NA	NA	NA	1
11443	NA	NA	SMDB11_RS07820	NA	NA	NA	1
11444	NA	NA	SMDB11_RS07850	NA	NA	NA	1
11445	NA	NA	SMDB11_RS07865	NA	NA	NA	1
11446	NA	NA	SMDB11_RS07895	NA	NA	NA	1
11447	NA	NA	SMDB11_RS07905	NA	NA	NA	1
11448	NA	NA	SMDB11_RS07925	NA	NA	NA	1
11449	NA	NA	SMDB11_RS07930	NA	NA	NA	1
11450	NA	NA	SMDB11_RS07940	NA	NA	NA	1
11451	NA	NA	SMDB11_RS07945	NA	NA	NA	1
11452	NA	NA	SMDB11_RS07955	NA	NA	NA	1
11453	NA	NA	SMDB11_RS07960	NA	NA	NA	1
11454	NA	NA	SMDB11_RS07975	NA	NA	NA	1
11455	NA	NA	SMDB11_RS07995	NA	NA	NA	1
11456	NA	NA	SMDB11_RS08000	NA	NA	NA	1
11457	NA	NA	SMDB11_RS08010	NA	NA	NA	1
11458	NA	NA	SMDB11_RS08020	NA	NA	NA	1
11459	NA	NA	SMDB11_RS24655	NA	NA	NA	1
11460	NA	NA	SMDB11_RS08025	NA	NA	NA	1
11461	NA	NA	SMDB11_RS08030	NA	NA	NA	1
11462	NA	NA	SMDB11_RS24505	NA	NA	NA	1
11463	NA	NA	SMDB11_RS08040	NA	NA	NA	1
11464	NA	NA	SMDB11_RS08065	NA	NA	NA	1
11465	NA	NA	SMDB11_RS08080	NA	NA	NA	1
11466	NA	NA	SMDB11_RS08100	NA	NA	NA	1
11467	NA	NA	SMDB11_RS08105	NA	NA	NA	1
11468	NA	NA	SMDB11_RS08115	NA	NA	NA	1
11469	NA	NA	SMDB11_RS08120	NA	NA	NA	1
11470	NA	NA	SMDB11_RS24085	NA	NA	NA	1
11471	NA	NA	SMDB11_RS08155	NA	NA	NA	1
11472	NA	NA	SMDB11_RS08205	NA	NA	NA	1
11473	NA	NA	SMDB11_RS08210	NA	NA	NA	1
11474	NA	NA	SMDB11_RS08240	NA	NA	NA	1
11475	NA	NA	SMDB11_RS08245	NA	NA	NA	1
11476	NA	NA	SMDB11_RS08250	NA	NA	NA	1
11477	NA	NA	SMDB11_RS08320	NA	NA	NA	1
11478	NA	NA	SMDB11_RS08340	NA	NA	NA	1
11479	NA	NA	SMDB11_RS08390	NA	NA	NA	1
11480	NA	NA	SMDB11_RS08400	NA	NA	NA	1
11481	NA	NA	SMDB11_RS08405	NA	NA	NA	1
11482	NA	NA	SMDB11_RS08410	NA	NA	NA	1
11483	NA	NA	SMDB11_RS08445	NA	NA	NA	1
11484	NA	NA	SMDB11_RS24095	NA	NA	NA	1
11485	NA	NA	SMDB11_RS08460	NA	NA	NA	1
11486	NA	NA	SMDB11_RS08485	NA	NA	NA	1
11487	NA	NA	SMDB11_RS08505	NA	NA	NA	1
11488	NA	NA	SMDB11_RS08510	NA	NA	NA	1
11489	NA	NA	SMDB11_RS08515	NA	NA	NA	1
11490	NA	NA	SMDB11_RS08520	NA	NA	NA	1
11491	NA	NA	SMDB11_RS24795	NA	NA	NA	1
11492	NA	NA	SMDB11_RS08555	NA	NA	NA	1
11493	NA	NA	SMDB11_RS08600	NA	NA	NA	1
11494	NA	NA	SMDB11_RS08640	NA	NA	NA	1
11495	NA	NA	SMDB11_RS08645	NA	NA	NA	1
11496	NA	NA	SMDB11_RS08665	NA	NA	NA	1
11497	NA	NA	SMDB11_RS08680	NA	NA	NA	1
11498	NA	NA	SMDB11_RS08700	NA	NA	NA	1
11499	NA	NA	SMDB11_RS08735	NA	NA	NA	1
11500	NA	NA	SMDB11_RS08760	NA	NA	NA	1
11501	NA	NA	SMDB11_RS08765	NA	NA	NA	1
11502	NA	NA	SMDB11_RS08775	NA	NA	NA	1
11503	NA	NA	SMDB11_RS08790	NA	NA	NA	1
11504	NA	NA	SMDB11_RS24660	NA	NA	NA	1
11505	NA	NA	SMDB11_RS08820	NA	NA	NA	1
11506	NA	NA	SMDB11_RS08870	NA	NA	NA	1
11507	NA	NA	SMDB11_RS08905	NA	NA	NA	1
11508	NA	NA	SMDB11_RS08920	NA	NA	NA	1
11509	NA	NA	SMDB11_RS08960	NA	NA	NA	1
11510	NA	NA	SMDB11_RS08980	NA	NA	NA	1
11511	NA	NA	SMDB11_RS08990	NA	NA	NA	1
11512	NA	NA	SMDB11_RS09015	NA	NA	NA	1
11513	NA	NA	SMDB11_RS09040	NA	NA	NA	1
11514	NA	NA	SMDB11_RS09080	NA	NA	NA	1
11515	NA	NA	SMDB11_RS09085	NA	NA	NA	1
11516	NA	NA	SMDB11_RS09090	NA	NA	NA	1
11517	NA	NA	SMDB11_RS09120	NA	NA	NA	1
11518	NA	NA	SMDB11_RS09160	NA	NA	NA	1
11519	NA	NA	SMDB11_RS09190	NA	NA	NA	1
11520	NA	NA	SMDB11_RS09210	NA	NA	NA	1
11521	NA	NA	SMDB11_RS09215	NA	NA	NA	1
11522	NA	NA	SMDB11_RS09230	NA	NA	NA	1
11523	NA	NA	SMDB11_RS09300	NA	NA	NA	1
11524	NA	NA	SMDB11_RS09330	NA	NA	NA	1
11525	NA	NA	SMDB11_RS09405	NA	NA	NA	1
11526	NA	NA	SMDB11_RS09425	NA	NA	NA	1
11527	NA	NA	SMDB11_RS09505	NA	NA	NA	1
11528	NA	NA	SMDB11_RS09545	NA	NA	NA	1
11529	NA	NA	SMDB11_RS09550	NA	NA	NA	1
11530	NA	NA	SMDB11_RS09630	NA	NA	NA	1
11531	NA	NA	SMDB11_RS09660	NA	NA	NA	1
11532	NA	NA	SMDB11_RS09690	NA	NA	NA	1
11533	NA	NA	SMDB11_RS09910	NA	NA	NA	1
11534	NA	NA	SMDB11_RS09925	NA	NA	NA	1
11535	NA	NA	SMDB11_RS09930	NA	NA	NA	1
11536	NA	NA	SMDB11_RS09960	NA	NA	NA	1
11537	NA	NA	SMDB11_RS10090	NA	NA	NA	1
11538	NA	NA	SMDB11_RS24130	NA	NA	NA	1
11539	NA	NA	SMDB11_RS10180	NA	NA	NA	1
11540	NA	NA	SMDB11_RS10190	NA	NA	NA	1
11541	NA	NA	SMDB11_RS10240	NA	NA	NA	1
11542	NA	NA	SMDB11_RS24135	NA	NA	NA	1
11543	NA	NA	SMDB11_RS10370	NA	NA	NA	1
11544	NA	NA	SMDB11_RS10380	NA	NA	NA	1
11545	NA	NA	SMDB11_RS10395	NA	NA	NA	1
11546	NA	NA	SMDB11_RS10400	NA	NA	NA	1
11547	NA	NA	SMDB11_RS24805	NA	NA	NA	1
11548	NA	NA	SMDB11_RS24810	NA	NA	NA	1
11549	NA	NA	SMDB11_RS10450	NA	NA	NA	1
11550	NA	NA	SMDB11_RS10530	NA	NA	NA	1
11551	NA	NA	SMDB11_RS10535	NA	NA	NA	1
11552	NA	NA	SMDB11_RS10550	NA	NA	NA	1
11553	NA	NA	SMDB11_RS10560	NA	NA	NA	1
11554	NA	NA	SMDB11_RS10565	NA	NA	NA	1
11555	NA	NA	SMDB11_RS10600	NA	NA	NA	1
11556	NA	NA	SMDB11_RS10615	NA	NA	NA	1
11557	NA	NA	SMDB11_RS10620	NA	NA	NA	1
11558	NA	NA	SMDB11_RS10630	NA	NA	NA	1
11559	NA	NA	SMDB11_RS10680	NA	NA	NA	1
11560	NA	NA	SMDB11_RS10685	NA	NA	NA	1
11561	NA	NA	SMDB11_RS10845	NA	NA	NA	1
11562	NA	NA	SMDB11_RS10880	NA	NA	NA	1
11563	NA	NA	SMDB11_RS24850	NA	NA	NA	1
11564	NA	NA	SMDB11_RS11110	NA	NA	NA	1
11565	NA	NA	SMDB11_RS11115	NA	NA	NA	1
11566	NA	NA	SMDB11_RS11120	NA	NA	NA	1
11567	NA	NA	SMDB11_RS11125	NA	NA	NA	1
11568	NA	NA	SMDB11_RS11130	NA	NA	NA	1
11569	NA	NA	SMDB11_RS11135	NA	NA	NA	1
11570	NA	NA	SMDB11_RS11185	NA	NA	NA	1
11571	NA	NA	SMDB11_RS11190	NA	NA	NA	1
11572	NA	NA	SMDB11_RS11195	NA	NA	NA	1
11573	NA	NA	SMDB11_RS11210	NA	NA	NA	1
11574	NA	NA	SMDB11_RS11270	NA	NA	NA	1
11575	NA	NA	SMDB11_RS11275	NA	NA	NA	1
11576	NA	NA	SMDB11_RS11285	NA	NA	NA	1
11577	NA	NA	SMDB11_RS11310	NA	NA	NA	1
11578	NA	NA	SMDB11_RS11315	NA	NA	NA	1
11579	NA	NA	SMDB11_RS11320	NA	NA	NA	1
11580	NA	NA	SMDB11_RS11325	NA	NA	NA	1
11581	NA	NA	SMDB11_RS11330	NA	NA	NA	1
11582	NA	NA	SMDB11_RS11335	NA	NA	NA	1
11583	NA	NA	SMDB11_RS11345	NA	NA	NA	1
11584	NA	NA	SMDB11_RS24815	NA	NA	NA	1
11585	NA	NA	SMDB11_RS11370	NA	NA	NA	1
11586	NA	NA	SMDB11_RS24675	NA	NA	NA	1
11587	NA	NA	SMDB11_RS11400	NA	NA	NA	1
11588	NA	NA	SMDB11_RS11410	NA	NA	NA	1
11589	NA	NA	SMDB11_RS11450	NA	NA	NA	1
11590	NA	NA	SMDB11_RS11455	NA	NA	NA	1
11591	NA	NA	SMDB11_RS11460	NA	NA	NA	1
11592	NA	NA	SMDB11_RS11480	NA	NA	NA	1
11593	NA	NA	SMDB11_RS11515	NA	NA	NA	1
11594	NA	NA	SMDB11_RS11550	NA	NA	NA	1
11595	NA	NA	SMDB11_RS11575	NA	NA	NA	1
11596	NA	NA	SMDB11_RS11680	NA	NA	NA	1
11597	NA	NA	SMDB11_RS11685	NA	NA	NA	1
11598	NA	NA	SMDB11_RS11695	NA	NA	NA	1
11599	NA	NA	SMDB11_RS11700	NA	NA	NA	1
11600	NA	NA	SMDB11_RS11705	NA	NA	NA	1
11601	NA	NA	SMDB11_RS24180	NA	NA	NA	1
11602	NA	NA	SMDB11_RS11735	NA	NA	NA	1
11603	NA	NA	SMDB11_RS11750	NA	NA	NA	1
11604	NA	NA	SMDB11_RS11765	NA	NA	NA	1
11605	NA	NA	SMDB11_RS24200	NA	NA	NA	1
11606	NA	NA	SMDB11_RS24205	NA	NA	NA	1
11607	NA	NA	SMDB11_RS11870	NA	NA	NA	1
11608	NA	NA	SMDB11_RS24210	NA	NA	NA	1
11609	NA	NA	SMDB11_RS11895	NA	NA	NA	1
11610	NA	NA	SMDB11_RS11905	NA	NA	NA	1
11611	NA	NA	SMDB11_RS11955	NA	NA	NA	1
11612	NA	NA	SMDB11_RS11985	NA	NA	NA	1
11613	NA	NA	SMDB11_RS11995	NA	NA	NA	1
11614	NA	NA	SMDB11_RS12045	NA	NA	NA	1
11615	NA	NA	SMDB11_RS12175	NA	NA	NA	1
11616	NA	NA	SMDB11_RS12185	NA	NA	NA	1
11617	NA	NA	SMDB11_RS12210	NA	NA	NA	1
11618	NA	NA	SMDB11_RS12230	NA	NA	NA	1
11619	NA	NA	SMDB11_RS12250	NA	NA	NA	1
11620	NA	NA	SMDB11_RS12255	NA	NA	NA	1
11621	NA	NA	SMDB11_RS12275	NA	NA	NA	1
11622	NA	NA	SMDB11_RS12390	NA	NA	NA	1
11623	NA	NA	SMDB11_RS12420	NA	NA	NA	1
11624	NA	NA	SMDB11_RS24685	NA	NA	NA	1
11625	NA	NA	SMDB11_RS12530	NA	NA	NA	1
11626	NA	NA	SMDB11_RS12535	NA	NA	NA	1
11627	NA	NA	SMDB11_RS12590	NA	NA	NA	1
11628	NA	NA	SMDB11_RS12605	NA	NA	NA	1
11629	NA	NA	SMDB11_RS12620	NA	NA	NA	1
11630	NA	NA	SMDB11_RS12785	NA	NA	NA	1
11631	NA	NA	SMDB11_RS24235	NA	NA	NA	1
11632	NA	NA	SMDB11_RS12830	NA	NA	NA	1
11633	NA	NA	SMDB11_RS24820	NA	NA	NA	1
11634	NA	NA	SMDB11_RS12895	NA	NA	NA	1
11635	NA	NA	SMDB11_RS12900	NA	NA	NA	1
11636	NA	NA	SMDB11_RS12905	NA	NA	NA	1
11637	NA	NA	SMDB11_RS12920	NA	NA	NA	1
11638	NA	NA	SMDB11_RS12925	NA	NA	NA	1
11639	NA	NA	SMDB11_RS12935	NA	NA	NA	1
11640	NA	NA	SMDB11_RS12950	NA	NA	NA	1
11641	NA	NA	SMDB11_RS12960	NA	NA	NA	1
11642	NA	NA	SMDB11_RS12965	NA	NA	NA	1
11643	NA	NA	SMDB11_RS12975	NA	NA	NA	1
11644	NA	NA	SMDB11_RS12995	NA	NA	NA	1
11645	NA	NA	SMDB11_RS13005	NA	NA	NA	1
11646	NA	NA	SMDB11_RS13010	NA	NA	NA	1
11647	NA	NA	SMDB11_RS24280	NA	NA	NA	1
11648	NA	NA	SMDB11_RS13020	NA	NA	NA	1
11649	NA	NA	SMDB11_RS13080	NA	NA	NA	1
11650	NA	NA	SMDB11_RS13090	NA	NA	NA	1
11651	NA	NA	SMDB11_RS13095	NA	NA	NA	1
11652	NA	NA	SMDB11_RS13130	NA	NA	NA	1
11653	NA	NA	SMDB11_RS13270	NA	NA	NA	1
11654	NA	NA	SMDB11_RS13390	NA	NA	NA	1
11655	NA	NA	SMDB11_RS13545	NA	NA	NA	1
11656	NA	NA	SMDB11_RS13565	NA	NA	NA	1
11657	NA	NA	SMDB11_RS13570	NA	NA	NA	1
11658	NA	NA	SMDB11_RS13615	NA	NA	NA	1
11659	NA	NA	SMDB11_RS13740	NA	NA	NA	1
11660	NA	NA	SMDB11_RS13780	NA	NA	NA	1
11661	NA	NA	SMDB11_RS13790	NA	NA	NA	1
11662	NA	NA	SMDB11_RS13795	NA	NA	NA	1
11663	NA	NA	SMDB11_RS13805	NA	NA	NA	1
11664	NA	NA	SMDB11_RS13810	NA	NA	NA	1
11665	NA	NA	SMDB11_RS13815	NA	NA	NA	1
11666	NA	NA	SMDB11_RS13830	NA	NA	NA	1
11667	NA	NA	SMDB11_RS24700	NA	NA	NA	1
11668	NA	NA	SMDB11_RS13870	NA	NA	NA	1
11669	NA	NA	SMDB11_RS13915	NA	NA	NA	1
11670	NA	NA	SMDB11_RS14025	NA	NA	NA	1
11671	NA	NA	SMDB11_RS14050	NA	NA	NA	1
11672	NA	NA	SMDB11_RS14165	NA	NA	NA	1
11673	NA	NA	SMDB11_RS14170	NA	NA	NA	1
11674	NA	NA	SMDB11_RS24825	NA	NA	NA	1
11675	NA	NA	SMDB11_RS14205	NA	NA	NA	1
11676	NA	NA	SMDB11_RS14210	NA	NA	NA	1
11677	NA	NA	SMDB11_RS14215	NA	NA	NA	1
11678	NA	NA	SMDB11_RS14230	NA	NA	NA	1
11679	NA	NA	SMDB11_RS14295	NA	NA	NA	1
11680	NA	NA	SMDB11_RS24705	NA	NA	NA	1
11681	NA	NA	SMDB11_RS14305	NA	NA	NA	1
11682	NA	NA	SMDB11_RS14320	NA	NA	NA	1
11683	NA	NA	SMDB11_RS14335	NA	NA	NA	1
11684	NA	NA	SMDB11_RS24290	NA	NA	NA	1
11685	NA	NA	SMDB11_RS14440	NA	NA	NA	1
11686	NA	NA	SMDB11_RS14485	NA	NA	NA	1
11687	NA	NA	SMDB11_RS14490	NA	NA	NA	1
11688	NA	NA	SMDB11_RS14505	NA	NA	NA	1
11689	NA	NA	SMDB11_RS14510	NA	NA	NA	1
11690	NA	NA	SMDB11_RS14525	NA	NA	NA	1
11691	NA	NA	SMDB11_RS14560	NA	NA	NA	1
11692	NA	NA	SMDB11_RS14605	NA	NA	NA	1
11693	NA	NA	SMDB11_RS24710	NA	NA	NA	1
11694	NA	NA	SMDB11_RS14660	NA	NA	NA	1
11695	NA	NA	SMDB11_RS14715	NA	NA	NA	1
11696	NA	NA	SMDB11_RS14755	NA	NA	NA	1
11697	NA	NA	SMDB11_RS14790	NA	NA	NA	1
11698	NA	NA	SMDB11_RS14795	NA	NA	NA	1
11699	NA	NA	SMDB11_RS14875	NA	NA	NA	1
11700	NA	NA	SMDB11_RS14880	NA	NA	NA	1
11701	NA	NA	SMDB11_RS14990	NA	NA	NA	1
11702	NA	NA	SMDB11_RS15035	NA	NA	NA	1
11703	NA	NA	SMDB11_RS15140	NA	NA	NA	1
11704	NA	NA	SMDB11_RS15180	NA	NA	NA	1
11705	NA	NA	SMDB11_RS15185	NA	NA	NA	1
11706	NA	NA	SMDB11_RS15255	NA	NA	NA	1
11707	NA	NA	SMDB11_RS15285	NA	NA	NA	1
11708	NA	NA	SMDB11_RS15295	NA	NA	NA	1
11709	NA	NA	SMDB11_RS15310	NA	NA	NA	1
11710	NA	NA	SMDB11_RS15340	NA	NA	NA	1
